loss,mape,val_loss,val_mape
0.04752155393362045,1364230.75,0.015442831441760063,275893.1875
0.013038216158747673,541465.25,0.007910453714430332,105720.09375
0.010071644559502602,349350.875,0.00798248965293169,87661.1015625
0.009175070561468601,310233.03125,0.007741191890090704,90146.640625
0.008366777561604977,300381.71875,0.00790710374712944,109280.8828125
0.007995052263140678,320570.28125,0.007675867527723312,86788.0625
0.007708959747105837,301485.53125,0.008204907178878784,103693.8671875
0.0072975754737854,295773.09375,0.007856589742004871,111936.09375
0.007103188429027796,283211.8125,0.007007562089711428,86092.59375
0.006875921972095966,295395.15625,0.006935861427336931,89010.515625
0.006603598594665527,256639.5,0.006700302008539438,76113.6640625
0.006393779069185257,260013.359375,0.006526693236082792,81380.15625
0.0062070973217487335,247260.65625,0.006421576254069805,74941.3203125
0.006072313990443945,252959.734375,0.006300828885287046,63711.90625
0.005962749477475882,227508.390625,0.0065276953391730785,54259.2890625
0.005786499008536339,222905.84375,0.005980335641652346,61887.76953125
0.005701310932636261,217960.625,0.0059838611632585526,54357.9921875
0.005608751438558102,192821.75,0.005808145739138126,51521.3125
0.005452826153486967,200408.875,0.005876402836292982,74777.9140625
0.005343019962310791,183027.21875,0.005564519669860601,54639.3984375
0.0053004673682153225,173799.265625,0.005498431157320738,50613.30078125
0.005216649267822504,180428.03125,0.006523996125906706,38914.19921875
0.005083750933408737,177949.953125,0.00543862022459507,64599.109375
0.00500549515709281,195466.53125,0.005544619634747505,45410.46484375
0.00492279976606369,176917.765625,0.005140496883541346,53701.12109375
0.004847951233386993,187575.515625,0.00512033561244607,46228.2890625
0.004698664415627718,175352.625,0.005630305968225002,59478.90234375
0.004678640514612198,179852.125,0.005286107305437326,42174.15625
0.004619283601641655,178122.40625,0.004938622936606407,52864.24609375
0.004503738135099411,168719.8125,0.004725585225969553,44087.73046875
0.004471449181437492,184278.84375,0.004716746974736452,51442.85546875
0.004373018629848957,167710.953125,0.004731778986752033,52825.55078125
0.00431052315980196,174823.234375,0.004546669311821461,55547.61328125
0.004266657400876284,162671.265625,0.004846677649766207,62459.03125
0.004198551643639803,166121.40625,0.004488314967602491,58522.609375
0.004072254989296198,158159.46875,0.005038270726799965,36297.171875
0.004056592937558889,172632.359375,0.004373386036604643,39316.78515625
0.00398153206333518,160073.75,0.004734084941446781,67345.609375
0.0038987440057098866,170094.734375,0.0048168315552175045,64659.109375
0.0038610922638326883,173262.65625,0.004038535989820957,50629.26953125
0.003759569488465786,156338.171875,0.0039806002750992775,41833.37890625
0.0037129654083400965,166761.796875,0.003910960629582405,49382.62890625
0.003664662130177021,164821.8125,0.004132584668695927,40332.515625
0.0036412032786756754,151245.75,0.0041977115906775,59426.203125
0.0035622811410576105,165503.5625,0.0038131161127239466,52351.4609375
0.003474523313343525,165139.46875,0.003805682761594653,54588.96875
0.0034741528797894716,154793.609375,0.004423028323799372,34839.20703125
0.0034211785532534122,159799.171875,0.004128453321754932,67900.953125
0.003341681556776166,149157.140625,0.004275282379239798,30104.833984375
0.003390445141121745,162504.96875,0.0037138350307941437,39765.609375
0.0033403041306883097,140630.671875,0.004033427685499191,57234.46484375
0.0033369145821779966,149395.8125,0.0035770288668572903,39478.33203125
0.003263242542743683,148167.203125,0.0036005801521241665,52591.5234375
0.003276417963206768,143674.296875,0.003539670491591096,40945.54296875
0.0032414249144494534,139344.1875,0.0035262471064925194,46567.59375
0.003234035102650523,151930.8125,0.003540228819474578,39380.03515625
0.0031851481180638075,143704.8125,0.003901371732354164,37459.40625
0.0032066807616502047,147841.6875,0.0038774616550654173,46374.515625
0.0032123893033713102,138806.640625,0.0036501893773674965,34979.34765625
0.003161418018862605,142559.578125,0.0036090246867388487,50354.6484375
0.0031988099217414856,140943.046875,0.0035472961608320475,39351.92578125
0.0031651954632252455,135396.046875,0.003489744383841753,43875.75
0.0031722113490104675,131228.4375,0.0038058890495449305,34063.3671875
0.0031737724784761667,143920.515625,0.0036981957964599133,32540.462890625
0.0031870524398982525,148041.28125,0.0037011129315942526,32352.814453125
0.0031704693101346493,139980.078125,0.0034723186399787664,37108.28515625
0.003127648029476404,127563.4921875,0.0035704784095287323,41156.55859375
0.0031415040139108896,134982.71875,0.003629191778600216,46575.15625
0.0031373065430670977,135079.5,0.0036937484983354807,29321.71484375
0.0031107899267226458,128469.0078125,0.00352596421726048,33719.1796875
0.0031565879471600056,141435.375,0.003608475439250469,44355.29296875
0.003109864890575409,145270.40625,0.003651878796517849,51745.2734375
0.003162723034620285,124511.7421875,0.003905288176611066,51338.92578125
0.003101322101429105,141021.1875,0.0034909923560917377,37021.14453125
0.0030808025039732456,132322.546875,0.003497734200209379,42518.00390625
0.0031134712044149637,130871.2421875,0.004029285162687302,25685.6328125
0.0030837166123092175,123591.3984375,0.0036120705772191286,50138.078125
0.00311599881388247,132706.890625,0.0034610233269631863,37505.15234375
0.003103993833065033,130744.625,0.0036318786442279816,33151.44921875
0.0031107966788113117,131060.6015625,0.003997692838311195,25717.07421875
0.0030791955068707466,118287.734375,0.0035379533655941486,40375.4453125
0.003095150925219059,134230.34375,0.003520931815728545,30018.552734375
0.0031033719424158335,127212.703125,0.004074501805007458,23038.109375
0.0031138563062995672,124866.8359375,0.0034947211388498545,31686.740234375
0.0030977949500083923,114778.2109375,0.0035984429996460676,25098.388671875
0.003080696100369096,119071.5078125,0.0035799252800643444,41040.828125
0.0030700904317200184,128996.40625,0.0034648249857127666,33557.06640625
0.003117059590294957,123793.7421875,0.0035545520950108767,42303.546875
0.003088794881477952,114792.8828125,0.0036265242379158735,30856.62109375
0.0030364682897925377,130872.8125,0.003540941048413515,33723.9765625
0.0030836977530270815,123257.296875,0.0037917308509349823,23834.939453125
0.0030640759505331516,125050.1171875,0.0036365787964314222,25518.962890625
0.0030374026391655207,119870.5625,0.003654388478025794,42090.1171875
0.003081894712522626,120179.265625,0.0036258711479604244,38272.25390625
0.0030765733681619167,123422.125,0.003908660262823105,25239.9375
0.0030699328053742647,122987.8828125,0.0035152051132172346,27623.58203125
0.0030584344640374184,117921.2109375,0.0035494512412697077,31315.521484375
0.0030949492938816547,132091.671875,0.003456241451203823,34876.87109375
0.0030488651245832443,118333.828125,0.0034588566049933434,31205.271484375
0.003072199644520879,117072.984375,0.0034532956779003143,32001.37109375
