loss,mape,val_loss,val_mape
0.047555867582559586,22076078.0,0.007738340180367231,8077637.5
0.005405897740274668,4529944.0,0.006002884823828936,3069483.0
0.005025132559239864,3470913.5,0.005601920653134584,3047108.0
0.004843596369028091,3115125.5,0.00565494317561388,4069652.25
0.004692689515650272,3025418.0,0.0051961555145680904,3136358.75
0.004516836255788803,2921847.0,0.0065783425234258175,5124150.5
0.004398454446345568,2906912.25,0.00564266461879015,1929461.875
0.0041632140055298805,2744773.5,0.004846511874347925,2310194.0
0.003979080822318792,2781796.0,0.004371436312794685,2986234.0
0.003700094996020198,2740317.25,0.0047821663320064545,1624708.0
0.0033732797019183636,2768999.0,0.0031958636827766895,3402656.5
0.003013502573594451,2784105.25,0.002766101388260722,2625639.75
0.002735352609306574,2681250.5,0.002494027139618993,3917223.75
0.00259595550596714,2617962.75,0.002665597712621093,2990485.5
0.002479530405253172,2571209.5,0.0022330759093165398,1933119.0
0.0024108404759317636,2487409.75,0.0022106897085905075,3109944.25
0.00231718341819942,2405653.25,0.002299928106367588,1507007.875
0.0022957194596529007,2358487.75,0.00343693932518363,1757638.5
0.002247673226520419,2384104.75,0.002201754366979003,2579674.5
0.002222121926024556,2274341.0,0.0022721297573298216,1582840.125
0.002160151256248355,2208265.25,0.0022163500543683767,3783248.0
0.002097569638863206,2185096.5,0.0023869876749813557,3529959.0
0.0020824256353080273,2124520.5,0.002528832294046879,2332652.75
0.002025080379098654,2044367.625,0.0025512883439660072,4352094.5
0.002017368096858263,2062252.5,0.002062617801129818,2073548.0
0.0020018266513943672,1907751.25,0.0017548695905134082,1881310.0
0.0019582246895879507,1868952.125,0.0028783101588487625,1462826.625
0.0019069925183430314,1807602.875,0.0029222886078059673,4202438.0
0.0019287680042907596,1804142.375,0.0025263712741434574,1197484.875
0.0019142904784530401,1673704.625,0.0019626873545348644,1849758.125
0.0018935957923531532,1671375.125,0.0017267788061872125,2390300.0
0.0019058792386204004,1710069.875,0.002394536742940545,2248888.75
0.0018728323047980666,1647829.875,0.0017234795959666371,2277688.0
0.0018736037891358137,1602455.375,0.0017410332802683115,1383787.625
0.0018315515480935574,1558998.25,0.001861171331256628,2032790.75
0.0018548902589827776,1566197.5,0.0017154098022729158,1257488.75
0.0018185079097747803,1502063.75,0.0016020594630390406,1566316.0
0.0017793946899473667,1483155.125,0.0017880590166896582,866123.0
0.0018042313167825341,1429596.875,0.0017635711701586843,1578802.75
0.0017864202382043004,1438402.375,0.0018867114558815956,2156113.0
0.0017909696325659752,1414838.875,0.0016843435587361455,1514035.875
0.0017805991228669882,1362990.0,0.002463764976710081,916981.6875
0.0017682701582089067,1367190.125,0.001772160641849041,1843693.125
0.0017646306660026312,1372651.875,0.001969338860362768,1064729.25
0.0017409368883818388,1293314.5,0.002079110126942396,2585413.75
0.0017474335618317127,1265447.375,0.0021620013285428286,441166.21875
0.0017432622844353318,1255499.0,0.0018033381784334779,523928.75
0.0017431991873309016,1233114.5,0.0015884401509538293,1050475.25
0.0017345001688227057,1214497.375,0.0017842012457549572,1644364.625
0.0017578090773895383,1221526.875,0.0016403578920289874,902426.0
0.0017187722260132432,1211100.0,0.0015643457882106304,1177315.625
0.001715217251330614,1188989.25,0.001582797965966165,913484.5625
0.0017040622187778354,1182256.125,0.0020526626612991095,620595.0625
0.0017325278604403138,1179825.125,0.0015927230706438422,964319.625
0.0017092202324420214,1137550.375,0.0017648055218160152,979915.5
0.001718868617899716,1151154.5,0.0016051902202889323,976478.4375
0.001707809278741479,1131286.625,0.0015824275324121118,1393749.5
0.001695004990324378,1114567.75,0.0016500988276675344,1193600.875
0.001669420045800507,1140513.75,0.0017301711486652493,621026.0625
0.0016991287702694535,1134717.5,0.0019543622620403767,840227.6875
0.0017177948029711843,1109068.25,0.0015989114763215184,1414588.125
0.0016829202650114894,1122794.125,0.0017657129792496562,541780.6875
0.0016919710906222463,1106424.625,0.0017419973155483603,1111330.5
0.0016864838544279337,1105301.5,0.0016081394860520959,1549668.25
0.0016525235259905457,1101407.625,0.0015994948334991932,1169383.625
0.0016922090435400605,1056009.75,0.0019658729434013367,659911.125
